Subject,Code,Title,Prerequisites
MAE,MAE 285,Design of Micro/Nanoacoustofluidic Devices,"MAE 210A or CENG 210A, and MAE 210B, graduate standing, or consent of instructor"
MAE,MAE 286,Hybrid Systems,MAE 281A or consent of instructor
MAE,MAE 287,Control of Distributed Parameter Systems,graduate standing or consent of instructor
MAE,MAE 288A,Optimal Control,graduate standing or consent of instructor
MAE,MAE 288B,Optimal Estimation,"MAE 280A completed or concurrent, or consent of instructor"
MAE,MAE 289A,Mathematical Analysis for Applications,graduate standing or consent of instructor
MAE,MAE 289B,Real Analysis for Applications,"MAE 289A, graduate standing, or consent of instructor"
MAE,MAE 289C,Functional Analysis and Applications,"MAE 289B, graduate standing, or consent of instructor"
MAE,MAE 290A,Numerical Linear Algebra,graduate standing or consent of instructor
MAE,MAE 290B,Numerical Differential Equations,graduate standing or consent of instructor
MAE,MAE 290C,Computational Fluid Dynamics,"MAE 210A-B, 290A-B, and consent of instructor"
MAE,MAE 291,Design and Mechanics in Computer Technology,consent of instructor
MAE,MAE 292,Computer-Aided Design and Analysis,consent of instructor
MAE,MAE 293,Flow Control,MAE 290A or consent of instructor
MAE,MAE 294A,Introduction to Applied Mathematics,N/A
MAE,MAE 294B,Introduction to Applied Mathematics II,MAE 294A or SIO 203A or consent of instructor
MAE,MAE 294C,Introduction to Applied Mathematics III,MAE 294B or SIO 203B or SIO 215B or consent of instructor
MAE,MAE 295,Field Study,consent of adviser and department; 3
MAE,MAE 296,Independent Study,consent of instructor
MAE,MAE 298,Directed Group Study,consent of instructor
MAE,MAE 299,Graduate Research,N/A
MATH,MATH 2,Introduction to College Mathematics,Math Placement Exam qualifying score
MATH,MATH 3B,Foundations of Precalculus,Math Placement Exam qualifying score
MATH,MATH 3C,Precalculus,Math Placement Exam qualifying score or MATH 3B
MATH,MATH 4C,Precalculus for Science and Engineering,"Math Placement Exam qualifying score, or MATH 3C, or AP Precalculus score of 4 or 5, or AP Calculus AB score (or subscore) of 2"
MATH,MATH 10A,Calculus I,"Math Placement Exam qualifying score, or AP Precalculus score of 4 or 5, or AP Calculus AB score of 2, or MATH 3C, or MATH 4C"
MATH,MATH 10B,Calculus II,"AP Calculus AB score of 3, 4, or 5 (or equivalent AB subscore on BC exam), or MATH 10A, or MATH 20A"
MATH,MATH 10C,Calculus III,"AP Calculus BC score of 3, 4, or 5, or MATH 10B, or MATH 20B"
MATH,MATH 11,Calculus-Based Introductory Probability and Statistics,"AP Calculus BC score of 3, 4, or 5, or MATH 10B or MATH 20B"
MATH,MATH 15A,Introduction to Discrete Mathematics,CSE 8B or CSE 11
MATH,MATH 18,Linear Algebra,"Math Placement Exam qualifying score, or AP Calculus AB score of 3 (or equivalent AB subscore on BC exam), or MATH 4C, or MATH 10A, or MATH 20A"
MATH,MATH 20A,Calculus for Science and Engineering,"Math Placement Exam qualifying score, or AP Precalculus score of 5, or AP Calculus AB score of 3 (or equivalent AB subscore on BC exam),  or MATH 4C or MATH 10A"
MATH,MATH 20B,Calculus for Science and Engineering,"AP Calculus AB score of 4 or 5, or AP Calculus BC score of 3, or MATH 20A with a grade of C– or better, or MATH 10B with a grade of C– or better, or MATH 10C with a grade of C– or better"
MATH,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,"AP Calculus BC score of 4 or 5, or MATH 20B with a grade of C– or better"
MATH,MATH 20D,Introduction to Differential Equations,MATH 20C or MATH 31BH and MATH 18 or MATH 31AH with a grade of C– or better
MATH,MATH 20E,Vector Calculus,MATH 18 or MATH 20F or MATH 31AH and MATH 20C (or MATH 21C) or MATH 31BH with a grade of C– or better
MATH,MATH 31AH,Honors Linear Algebra,AP Calculus BC score of 5
MATH,MATH 31BH,Honors Multivariable Calculus,"MATH 31AH with a grade of B– or better, or consent of instructor"
MATH,MATH 31CH,Honors Vector Calculus,"MATH 31BH with a grade of B– or better, or consent of instructor"
MATH,MATH 87,First-year Student Seminar,none
MATH,MATH 88,"Learning Sustainable Well-Being: Compassion for Self and Others, a Mathematician’s Perspective",N/A
MATH,MATH 95,Introduction to Teaching Math,none
MATH,MATH 96,Putnam Seminar,"AP Calculus AB score of 4 or more, or AP Calculus BC score of 3 or more, or MATH 20A"
MATH,MATH 99R,Independent Study,Must be of first-year standing and a Regent’s Scholar
MATH,MATH 100A,Abstract Algebra I,MATH 31CH or MATH 109 or consent of instructor
MATH,MATH 100B,Abstract Algebra II,MATH 100A or consent of instructor
MATH,MATH 100C,Abstract Algebra III,MATH 100B or consent of instructor
MATH,MATH 102,Applied Linear Algebra,MATH 18 or MATH 20F or MATH 31AH and MATH 20C
MATH,MATH 103A,Modern Algebra I,MATH 31CH or MATH 109 or consent of instructor
MATH,MATH 103B,Modern Algebra II,MATH 103A or MATH 100A or consent of instructor
MATH,MATH 104A,Number Theory I,MATH 100B or MATH 103B
MATH,MATH 104B,Number Theory II,MATH 104A or consent of instructor
MATH,MATH 105,Basic Number Theory,MATH 31CH or MATH 109
MATH,MATH 106,Introduction to Algebraic Geometry,MATH 100B or MATH 103B
MATH,MATH 109,Mathematical Reasoning,"MATH 18 or MATH 20F or MATH 31AH, and MATH 20C"
MATH,MATH 110,Introduction to Partial Differential Equations,MATH 18 or MATH 20F or MATH 31AH and MATH 20D and MATH 20E or MATH 31CH
MATH,MATH 111A,Mathematical Modeling I,"MATH 20D, MATH 18 or MATH 20F or MATH 31AH, and MATH 109 or MATH 31CH"
MATH,MATH 111B,Mathematical Modeling II,MATH 111A or consent of instructor
MATH,MATH 112A,Introduction to Mathematical Biology I,"MATH 11 or MATH 180A or MATH 183 or MATH 186, and MATH 18 or MATH 31AH, and MATH 20D, and BILD 1"
MATH,MATH 112B,Introduction to Mathematical Biology II,MATH 112A and MATH 110 and MATH 180A
MATH,MATH 114,Introduction to Computational Stochastics,MATH 180A
MATH,MATH 120A,Elements of Complex Analysis,"MATH 20E or MATH 31CH, or consent of instructor"
MATH,MATH 120B,Applied Complex Analysis,MATH 120A or consent of instructor
MATH,MATH 121A,Foundations of Teaching and Learning Mathematics I,EDS 30/MATH 95 and MATH 31CH or MATH 109
MATH,MATH 121B,Foundations of Teaching and Learning Math II,MATH 121A
MATH,MATH 130,Differential Equations and Dynamical Systems,MATH 18 or MATH 20F or MATH 31AH and MATH 20D
MATH,MATH 140A,Foundations of Real Analysis I,MATH 31CH or MATH 109
MATH,MATH 140B,Foundations of Real Analysis II,MATH 140A or consent of instructor
MATH,MATH 140C,Foundations of Real Analysis III,MATH 140B or consent of instructor
MATH,MATH 142A,Introduction to Analysis I,MATH 31CH or MATH 109
MATH,MATH 142B,Introduction to Analysis II,MATH 142A or MATH 140A
MATH,MATH 144,Introduction to Fourier Analysis,MATH 140B or MATH 142B
MATH,MATH 146,Analysis of Ordinary Differential Equations,MATH 140B or MATH 142B
MATH,MATH 148,Analysis of Partial Differential Equations,MATH 140B or MATH 142B
MATH,MATH 150A,Differential Geometry,MATH 20E or MATH 31CH and either MATH 18 or MATH 20F or MATH 31AH
MATH,MATH 150B,Calculus on Manifolds,MATH 150A or consent of instructor
MATH,MATH 152,Applicable Mathematics and Computing,MATH 20D and either MATH 18 or MATH 20F or MATH 31AH
MATH,MATH 153,Geometry for Secondary Teachers,"MATH 109 or MATH 31CH, or consent of instructor"
MATH,MATH 154,Discrete Mathematics and Graph Theory,MATH 31CH or MATH 109
MATH,MATH 155A,Geometric Computer Graphics,"MATH 18 or MATH 20F or MATH 31AH, and MATH 20C"
MATH,MATH 155B,Topics in Computer Graphics,MATH 155A
MATH,MATH 157,Introduction to Mathematical Software,"MATH 18 or MATH 20F or MATH 31AH and one of BILD 62, COGS 18 or CSE 5A or CSE 6R or CSE 8A or CSE 11 or DSC 10 or ECE 15 or ECE 143 or MATH 189"
MATH,MATH 158,Extremal Combinatorics and Graph Theory,MATH 31CH or MATH 109
MATH,MATH 160A,Elementary Mathematical Logic I,"MATH 100A, or MATH 103A, or MATH 140A, or consent of instructor"
MATH,MATH 160B,Elementary Mathematical Logic II,MATH 160A or consent of instructor
MATH,MATH 163,History of Mathematics,MATH 20B or consent of instructor
MATH,MATH 168A,Topics in Applied Mathematics—Computer Science,"MATH 18 or MATH 20F or MATH 31AH, and MATH 20C"
MATH,MATH 170A,Introduction to Numerical Analysis: Linear Algebra,"MATH 18 or MATH 31AH, and MATH 20C or MATH 31BH and CSE 20 or MATH 15A or MATH 31CH or MATH 109"
MATH,MATH 170B,Introduction to Numerical Analysis: Approximation and Nonlinear Equations,MATH 170A
MATH,MATH 170C,Introduction to Numerical Analysis: Ordinary Differential Equations,"MATH 20D or 21D and MATH 170B, or consent of instructor"
MATH,MATH 171A,Introduction to Numerical Optimization: Linear Programming,"MATH 18 or MATH 20F or MATH 31AH, and MATH 20C"
MATH,MATH 171B,Introduction to Numerical Optimization: Nonlinear Programming,MATH 20C or MATH 31BH and MATH 171A or consent of instructor
MATH,MATH 173A,Optimization Methods for Data Science I,MATH 20C or MATH 31BH and MATH 18 or 31AH
MATH,MATH 173B,Optimization Methods for Data Science II,DSC 123A or MATH 173A
MATH,MATH 174,Numerical Methods for Physical Modeling,"Math 20D or MATH 21D, and either MATH 20F or MATH 31AH, or consent of instructor"
MATH,MATH 175,Numerical Methods for Partial Differential Equations,"MATH 174 or MATH 274, or consent of instructor"
MATH,MATH 179,Projects in Computational and Applied Mathematics,MATH 174 or MATH 274 or consent of instructor
MATH,MATH 180A,Introduction to Probability,"Math 20C or MATH 31BH, or consent of instructor"
MATH,MATH 180B,Introduction to Stochastic Processes I,"MATH 20D and either MATH 18 or MATH 20F or MATH 31AH, and MATH 109 or MATH 31CH, and MATH 180A"
MATH,MATH 180C,Introduction to Stochastic Processes II,MATH 180B or consent of instructor
MATH,MATH 181A,Introduction to Mathematical Statistics I,"MATH 180A, and MATH 18 or MATH 20F or MATH 31AH, and MATH 20C"
MATH,MATH 181B,Introduction to Mathematical Statistics II,MATH 181A or consent of instructor
MATH,MATH 181C,Mathematical Statistics—Nonparametric Statistics,MATH 181B or consent of instructor
MATH,MATH 181D,Statistical Learning,ECE 109 or ECON 120A or MAE 108 or MATH 181A or MATH 183 or MATH 186 or MATH 189
MATH,MATH 181E,Mathematical Statistics—Time Series,MATH 181B or consent of instructor
MATH,MATH 181F,Sampling Surveys and Experimental Design,ECE 109 or ECON 120A or MAE 108 or MATH 11 or MATH 181A or MATH 183 or MATH 186 or MATH 189
MATH,MATH 182,Hidden Data in Random Matrices,"MATH 180A, and MATH 18 or MATH 31AH"
MATH,MATH 183,Statistical Methods,"MATH 20C or MATH 31BH, or consent of instructor"
MATH,MATH 184,Enumerative Combinatorics,MATH 31CH or MATH 109
MATH,MATH 185,Introduction to Computational Statistics,"MATH 181A, or ECON 120B, and either MATH 18 or MATH 20F or MATH 31AH, and MATH 20C or MATH 31BH"
MATH,MATH 186,Probability and Statistics for Bioinformatics,"MATH 20C or MATH 31BH, or consent of instructor"
MATH,MATH 187A,Introduction to Cryptography,MATH 10A or MATH 20A
MATH,MATH 187B,Mathematics of Modern Cryptography,MATH 187A and MATH 18 or MATH 31AH
MATH,MATH 188,Algebraic Combinatorics,MATH 31CH or MATH 109 and MATH 18 or MATH 31AH and MATH 100A or 103A
MATH,MATH 189,Exploratory Data Analysis and Inference,"MATH 18 or MATH 20F or MATH 31AH, and MATH 20C and one of BENG 134, CSE 103, ECE 109, ECON 120A, MAE 108, MATH 180A, MATH 183, MATH 186, or SE 125"
MATH,MATH 190A,Foundations of Topology I,MATH 31CH or MATH 140A or MATH 142A
MATH,MATH 190B,Foundations of Topology II,MATH 190A
MATH,MATH 191,Topics in Topology,MATH 190A or consent of instructor
MATH,MATH 193A,Actuarial Mathematics I,"MATH 180A or MATH 183, or consent of instructor"
MATH,MATH 193B,Actuarial Mathematics II,MATH 193A or consent of instructor
MATH,MATH 194,The Mathematics of Finance,"MATH 20D, and either MATH 18 or MATH 20F or MATH 31AH, and MATH 180A"
MATH,MATH 196,Student Colloquium,upper-division status
MATH,MATH 197,Extracurricular Industry Practicum,permission of department
MATH,MATH 199,Independent Study for Undergraduates,permission of department
MATH,MATH 199H,Honors Thesis Research for Undergraduates,"admission to the Honors Program in mathematics, department stamp"
MATH,MATH 200A,Algebra I,"graduate standing in MA75, MA76, MA77, MA80, MA81"
MATH,MATH 200B,Algebra II,MATH 200A
MATH,MATH 200C,Algebra III,MATH 200B
MATH,MATH 201A,Basic Topics in Algebra I,MATH 200C
MATH,MATH 202A,Applied Algebra I,graduate standing or consent of instructor
MATH,MATH 202B,Applied Algebra II,MATH 202A or consent of instructor
MATH,MATH 202C,Applied Algebra III,MATH 202B or consent of instructor
MATH,MATH 203A,Algebraic Geometry I,MATH 200C
MATH,MATH 203B,Algebraic Geometry II,MATH 203A
MATH,MATH 203C,Algebraic Geometry III,MATH 203B
MATH,MATH 204A,Number Theory I,MATH 200C
MATH,MATH 204B,Number Theory II,MATH 204A
MATH,MATH 204C,Number Theory III,MATH 204B
MATH,MATH 205,Topics in Number Theory,graduate standing
MATH,MATH 206A,Topics in Algebraic Geometry,graduate standing
MATH,MATH 206B,Further Topics in Algebraic Geometry,MATH 206A
MATH,MATH 207A,Topics in Algebra,MATH 200C
MATH,MATH 208,Seminar in Algebraic Geometry,graduate standing
MATH,MATH 209,Seminar in Number Theory,graduate standing or consent of instructor
MATH,MATH 210A,Mathematical Methods in Physics and Engineering,"MATH 20D-E-F, 140A/142A, or consent of instructor"
MATH,MATH 210B,Mathematical Methods in Physics and Engineering,MATH 210A or consent of instructor
MATH,MATH 210C,Mathematical Methods in Physics and Engineering,MATH 210B or consent of instructor
MATH,MATH 211A,Seminar in Algebra,graduate standing
MATH,MATH 211B,Seminar in Group Actions,graduate standing
MATH,MATH 212A,Introduction to Mathematical Biology I,graduate standing
MATH,MATH 212B,Introduction to Mathematical Biology II,MATH 212A and graduate standing
MATH,MATH 213,Applied Survival Analysis,FMPH 244B or PHB 244B
MATH,MATH 214,Introduction to Computational Stochastics,graduate standing
MATH,MATH 216A,Mathematical Methods in Data Science I,graduate standing
MATH,MATH 216B,Mathematical Methods in Data Science II,MATH 216A
MATH,MATH 216C,Mathematical Methods in Data Science III,MATH 216B
MATH,MATH 217,Topics in Applied Mathematics,graduate standing
MATH,MATH 218,Seminar in Mathematics of Biological Systems,graduate standing
MATH,MATH 220A-B-C,Complex Analysis,MATH 140A-B or consent of instructor
MATH,MATH 221A,Topics in Several Complex Variables,MATH 200A and 220C
MATH,MATH 221B,Further Topics in Several Complex Variables,MATH 221A
MATH,MATH 231A,Partial Differential Equations I,MATH 210B or 240C
MATH,MATH 231B,Partial Differential Equations II,MATH 231A
MATH,MATH 231C,Partial Differential Equations III,MATH 231B
MATH,MATH 237A,Topics in Differential Equations,graduate standing
MATH,MATH 237B,Further Topics in Differential Equations,MATH 237A
MATH,MATH 240A,Real Analysis I,"graduate standing in MA75, MA76, MA77, MA80, MA81"
MATH,MATH 240B,Real Analysis II,MATH 240A
MATH,MATH 240C,Real Analysis III,MATH 240B
MATH,MATH 241A,Functional Analysis I,MATH 240C
MATH,MATH 241B,Functional Analysis II,MATH 241A
MATH,MATH 242,Topics in Fourier Analysis,"MATH 240C, students who have not completed MATH 240C may enroll with consent of instructor"
MATH,MATH 243,Seminar in Functional Analysis,graduate standing or consent of instructor
MATH,MATH 245A,Convex Analysis and Optimization I,graduate standing
MATH,MATH 245B,Convex Analysis and Optimization II,MATH 245A or consent of instructor
MATH,MATH 245C,Convex Analysis and Optimization III,MATH 245B or consent of instructor
MATH,MATH 247A,Topics in Real Analysis,graduate standing
MATH,MATH 247B,Further Topics in Real Analysis,MATH 247A
MATH,MATH 248,Seminar in Real Analysis,graduate standing or consent of instructor
MATH,MATH 250A-B-C,Differential Geometry,consent of instructor
MATH,MATH 251A-B-C,Lie Groups,MATH 200 and 250 or consent of instructor
MATH,MATH 256,Seminar in Lie Groups and Lie Algebras,graduate standing or consent of instructor
